关键字,分类,上级,下级
需要石灰岩和充足的水分,决策型,题目选项,需要石灰岩、充足的水分、喀斯特作用需要可溶性岩石和水
青海湖,决策型,题目选项,nan
青藏高原,决策型,高原、题目选项,高海拔、板块挤压、冰川广布、地表起伏小、内部平坦、边缘陡峭、地壳抬升、青藏高原有现代冰川、我国地势第一阶梯为青藏高原、内蒙古高原、青藏高原位于亚欧板块、青藏高原的形成、青藏高原是由印度洋板块、东非高原
青藏高原位于亚欧板块,地形与地貌,青藏高原,
青藏高原干旱区,决策型,题目选项,西北干旱区（如塔里木盆地）和青藏高原部分干旱区风蚀地貌显著、青藏高原部分干旱区风蚀地貌显著
青藏高原是由印度洋板块,地形与地貌,青藏高原,
青藏高原的形成,地形与地貌,青藏高原,
非常适宜喜暖湿的水稻和油菜生长,地形与地貌,气候湿润，雨热同期，适合水稻和油菜生长,
非洲板块,地形与地貌,板块运动、非洲板块与印度洋板块,东非、张裂地貌
非洲板块与印度洋板块,决策型,题目选项,非洲板块、印度洋板块、非洲板块与印度洋板块之间存在张裂带（如亚丁湾、非洲板块
非洲板块与印度洋板块之间存在张裂带（如亚丁湾,地形与地貌,非洲板块与印度洋板块,
颗粒大小不一,地形与地貌,颗粒大小不一，分选性差,
颗粒大小不一，分选性差,决策型,题目选项,颗粒大小不一、分选性差、颗粒大小混杂
颗粒大小混杂,地形与地貌,颗粒大小不一，分选性差,
风力,地形与地貌,流水、风力、冰川都能进行搬运作用,
风力从蒙古高原等地搬运堆积,决策型,题目选项,强劲的偏北风将蒙古高原等地的粉尘物质吹送到黄土高原地区堆积而成
风力侵蚀,决策型,侵蚀作用、题目选项、风力侵蚀与堆积,风蚀蘑菇、雅丹地貌、剥蚀、风力侵蚀也有一定作用、风力侵蚀（如西北一些残丘）形成、是外力侵蚀的产物、上部侵蚀弱、属于风力侵蚀作用
风力侵蚀与堆积,决策型,题目选项,风力侵蚀、堆积、风力侵蚀剥蚀地表、风力堆积形成沙丘和黄土、风力堆积形成沙丘
风力侵蚀剥蚀地表,地形与地貌,风力侵蚀与堆积,
风力侵蚀强烈,决策型,题目选项,雅丹地貌是干旱区风力侵蚀
风力堆积,决策型,堆积作用、题目选项,沙丘、黄土积累、沙漠、风力搬运、沙漠是典型的风力堆积地貌
风力堆积形成,地形与地貌,流水或风力堆积形成,
风力堆积形成沙丘,地形与地貌,风力侵蚀与堆积,
风力堆积形成沙丘和黄土,地形与地貌,风力侵蚀与堆积,
风力堆积形成深厚黄土层,决策型,题目选项,黄土塬是黄土堆积后
风力堆积通常形成沙丘等地貌,地形与地貌,可能由风力堆积形成,
风化作用,决策型,题目选项,风化作用下形成的
风化壳,地形地貌,风化作用,表层风化、成土基础
风成地貌,地形地貌,外力地貌,风力堆积、黄土地貌
风蚀柱,决策型,风力侵蚀、题目选项,风力侵蚀、干旱地貌、风蚀洼地、风蚀柱是风力侵蚀地貌
风蚀洼地,决策型,风力侵蚀、题目选项,风力侵蚀、干旱地貌、风蚀柱是风力侵蚀地貌
风蚀蘑菇,决策型,题目选项,风蚀蘑菇（风力侵蚀）
风速减缓时,地形与地貌,风速减缓时，沙粒易堆积,nan
风速减缓时，沙粒易堆积,决策型,题目选项,风速减缓时、沙粒易堆积
高原,决策型,地形基本类型、题目选项、山地和高原,海拔500米以上、内部平坦、边缘陡峭、青藏高原、黄土高原
高地,决策型,题目选项,nan
高大山脉,决策型,题目选项,nan
鱼米之乡,地形地貌,长江中下游平原,农业生产、物产丰富
黄土地貌,地形地貌,外力地貌,黄土塬、黄土墚、黄土峁、千沟万壑、土质疏松
黄土塬,决策型,题目选项,nan
黄土广布,地形与地貌,黄土广布，土壤肥力中等,
黄土广布，土壤肥力中等,决策型,题目选项,黄土广布、土壤肥力中等、肥力中等（不如黑土）
黄土梁,决策型,黄土地貌、题目选项,平顶高地、黄土塬
黄土高原,决策型,高原、题目选项,流水侵蚀、千沟万壑、风力堆积、垂直发育、沟壑纵横、黄土高原地处第二阶梯
黄土高原千沟万壑的地表,地形与地貌,黄土高原千沟万壑的地表与植被破坏、流水侵蚀相关,nan
黄土高原千沟万壑的地表与植被破坏,地形与地貌,黄土高原千沟万壑的地表与植被破坏、流水侵蚀相关,nan
黄土高原千沟万壑的地表与植被破坏、流水侵蚀相关,决策型,题目选项,黄土高原千沟万壑的地表与植被破坏、黄土高原千沟万壑的地表、植被破坏、流水侵蚀相关
黄土高原地处第二阶梯,地形与地貌,黄土高原,
黄土高原水土流失严重是多种因素叠加的结果：地表破碎（千沟万壑）、土质疏松、降水集中多暴雨、植被破坏严重。,地形与地貌,地表千沟万壑，降水集中且多暴雨，植被覆盖率低,
黄山,地形地貌,山地,中山、花岗岩地貌
黄河,决策型,河流、题目选项,华北平原、黄河冲积、古河道、河流分界
黄河三角洲,决策型,题目选项,黄河三角洲是流水堆积形成
黄河壶口瀑布,地形地貌,瀑布,黄河侵蚀、陕西山西
黄河）自西向东流,地形与地貌,河流多自西向东流，落差大，水能资源丰富,
黑土,地形地貌,东北平原,腐殖质丰富、肥力高、植被积累
（低温）少雨,地形与地貌,夏季高温多雨，冬季温和少雨,
